Attrition,DistanceFromHome,EmployeeNumber,WorkLifeBalance,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,PercentSalaryHike,StandardHours,Employee Last Date,Attrition Month
No,15,17627,3,5,7,Yes,12,80,,
No,15,17629,3,5,7,Yes,12,80,,
No,15,17631,3,5,7,Yes,12,80,,
No,15,17634,3,5,7,Yes,12,80,,
No,15,17635,3,5,7,Yes,12,80,,
No,15,17836,3,5,7,Yes,12,80,,
No,15,17838,3,5,7,Yes,12,80,,
No,29,17840,3,2,5,No,12,80,,
No,29,17841,3,2,5,No,12,80,,
No,29,17844,3,2,5,No,12,80,,
No,29,17845,3,2,5,No,12,80,,
No,29,17847,3,2,5,No,12,80,,
No,29,17848,3,2,5,No,12,80,,
No,29,17031,3,2,5,No,12,80,,
No,29,17871,3,2,5,No,12,80,,
No,7,17873,1,0,0,No,13,80,,
No,7,17874,1,0,0,No,13,80,,
No,7,17876,1,0,0,No,13,80,,
No,7,17877,1,0,0,No,13,80,,
No,7,17879,1,0,0,No,13,80,,
No,7,17880,1,0,0,No,13,80,,
No,7,17928,1,0,0,No,13,80,,
No,7,17930,1,0,0,No,13,80,,
No,1,17931,2,2,1,No,17,80,,
No,1,17932,2,2,1,No,17,80,,
No,1,17937,2,2,1,No,17,80,,
No,1,17938,2,2,1,No,17,80,,
No,1,17939,2,2,1,No,17,80,,
No,1,18079,2,2,1,No,17,80,,
No,1,18081,2,2,1,No,17,80,,
No,1,18083,2,2,1,No,17,80,,
No,15,18084,3,0,0,No,13,80,,
No,15,18087,3,0,0,No,13,80,,
No,15,18089,3,0,0,No,13,80,,
No,15,18091,3,0,0,No,13,80,,
No,15,18092,3,0,0,No,13,80,,
No,15,18186,3,0,0,No,13,80,,
No,15,18187,3,0,0,No,13,80,,
No,10,18189,2,7,7,No,14,80,,
No,10,18190,2,7,7,No,14,80,,
No,10,18193,2,7,7,No,14,80,,
No,10,18194,2,7,7,No,14,80,,
No,10,18196,2,7,7,No,14,80,,
No,10,18197,2,7,7,No,14,80,,
No,10,18305,2,7,7,No,14,80,,
No,10,18308,2,7,7,No,14,80,,
No,7,18309,3,12,13,Yes,15,80,,
No,7,18310,3,12,13,Yes,15,80,,
No,7,18315,3,12,13,Yes,15,80,,
No,7,18316,3,12,13,Yes,15,80,,
No,7,18317,3,12,13,Yes,15,80,,
No,7,18785,3,12,13,Yes,15,80,,
No,7,18786,3,12,13,Yes,15,80,,
No,7,18788,3,12,13,Yes,15,80,,
No,10,18789,3,7,2,No,13,80,,
No,10,18793,3,7,2,No,13,80,,
No,10,18794,3,7,2,No,13,80,,
No,10,18796,3,7,2,No,13,80,,
No,10,18797,3,1,4,Yes,24,80,,
No,10,18855,3,7,2,No,13,80,,
No,10,18858,3,7,2,No,13,80,,
No,5,18859,3,1,0,No,21,80,,
No,5,18860,3,1,0,No,21,80,,
No,5,18863,3,1,0,No,21,80,,
No,5,18866,3,1,0,No,21,80,,
No,5,18867,3,1,0,No,21,80,,
No,5,18868,3,1,0,No,21,80,,
No,5,19014,3,1,0,No,21,80,,
No,5,19016,3,1,0,No,21,80,,
No,3,19019,3,7,9,No,12,80,,
No,3,19020,3,7,9,No,12,80,,
No,3,19022,3,7,9,No,12,80,,
No,3,19024,3,7,9,No,12,80,,
No,3,19027,3,7,9,No,12,80,,
No,3,19028,3,7,9,No,12,80,,
No,3,19314,3,7,9,No,12,80,,
No,3,19317,3,7,9,No,12,80,,
No,2,19320,3,0,4,No,14,80,,
No,2,19321,3,0,4,No,14,80,,
No,2,19322,3,0,4,No,14,80,,
No,2,19325,3,0,4,No,14,80,,
No,2,19328,3,0,4,No,14,80,,
No,2,19329,3,0,4,No,14,80,,
No,2,19378,3,0,4,No,14,80,,
No,2,19380,3,0,4,No,14,80,,
No,5,19384,4,4,13,No,14,80,,
No,5,19385,4,4,13,No,14,80,,
No,5,19386,4,4,13,No,14,80,,
No,5,19388,4,4,13,No,14,80,,
No,5,19392,4,4,13,No,14,80,,
No,5,19393,4,4,13,No,14,80,,
No,5,19539,4,4,13,No,14,80,,
No,5,19540,4,4,13,No,14,80,,
No,19,19544,3,8,7,No,12,80,,
No,19,19545,3,8,7,No,12,80,,
No,19,19547,3,8,7,No,12,80,,
No,19,19548,3,8,7,No,12,80,,
No,19,19552,3,8,7,No,12,80,,
No,19,19553,3,8,7,No,12,80,,
No,19,19667,3,8,7,No,12,80,,
No,19,19668,3,8,7,No,12,80,,
No,3,19672,3,0,0,No,11,80,,
No,3,19673,3,0,0,No,11,80,,
No,3,19675,3,0,0,No,11,80,,
No,3,19676,3,0,0,No,11,80,,
No,3,19680,3,0,0,No,11,80,,
No,3,19681,3,0,0,No,11,80,,
No,3,20016,3,0,0,No,11,80,,
No,3,20018,3,0,0,No,11,80,,
No,13,20020,4,1,2,No,13,80,,
No,13,20021,4,1,2,No,13,80,,
No,13,20024,4,1,2,No,13,80,,
No,13,20026,4,1,2,No,13,80,,
No,13,20028,4,1,2,No,13,80,,
No,13,20029,4,1,2,No,13,80,,
No,13,20064,4,1,2,No,13,80,,
No,13,20065,4,1,2,No,13,80,,
No,2,20069,3,1,2,Yes,14,80,,
No,2,20070,3,1,2,Yes,14,80,,
No,2,20072,3,1,2,Yes,14,80,,
No,2,20073,3,1,2,Yes,14,80,,
No,2,20077,3,1,2,Yes,14,80,,
No,2,20078,3,1,2,Yes,14,80,,
No,2,20190,3,1,2,Yes,14,80,,
No,2,20191,3,1,2,Yes,14,80,,
No,8,20193,2,0,0,Yes,20,80,,
No,8,20194,2,0,0,Yes,20,80,,
No,8,20198,2,0,0,Yes,20,80,,
No,8,20199,2,0,0,Yes,20,80,,
No,8,20201,2,0,0,Yes,20,80,,
No,8,20202,2,0,0,Yes,20,80,,
No,8,20251,2,0,0,Yes,20,80,,
No,8,20254,2,0,0,Yes,20,80,,
No,6,20255,2,0,4,No,22,80,,
No,6,20256,2,0,4,No,22,80,,
No,6,20259,2,0,4,No,22,80,,
No,6,20262,2,0,4,No,22,80,,
No,6,20263,2,0,4,No,22,80,,
No,6,20264,2,0,4,No,22,80,,
No,6,20299,2,0,4,No,22,80,,
No,6,20302,2,0,4,No,22,80,,
No,10,20303,3,0,7,Yes,14,80,,
No,10,20304,3,0,7,Yes,14,80,,
No,10,20307,3,0,7,Yes,14,80,,
No,10,20310,3,0,7,Yes,14,80,,
No,10,20311,3,0,7,Yes,14,80,,
No,10,20312,3,0,7,Yes,14,80,,
No,10,20540,3,0,7,Yes,14,80,,
No,10,20541,3,0,7,Yes,14,80,,
No,3,20543,3,2,2,No,12,80,,
No,3,20544,3,2,2,No,12,80,,
No,3,20548,3,2,2,No,12,80,,
No,3,20549,3,2,2,No,12,80,,
No,3,20551,3,2,2,No,12,80,,
No,3,20552,3,2,2,No,12,80,,
No,3,20779,3,2,2,No,12,80,,
No,3,20782,3,2,2,No,12,80,,
No,2,20783,3,2,2,No,15,80,,
No,2,20784,3,2,2,No,15,80,,
No,2,20787,3,2,2,No,15,80,,
No,2,20790,3,2,2,No,15,80,,
No,2,20791,3,2,2,No,15,80,,
No,2,20792,3,2,2,No,15,80,,
No,2,20972,3,2,2,No,15,80,,
No,2,20973,3,2,2,No,15,80,,
No,8,20977,3,4,8,No,21,80,,
No,8,20978,3,4,8,No,21,80,,
No,8,20980,3,4,8,No,21,80,,
No,8,20981,3,4,8,No,21,80,,
No,8,20985,3,4,8,No,21,80,,
No,8,20986,3,4,8,No,21,80,,
No,8,21004,3,4,8,No,21,80,,
No,8,21006,3,4,8,No,21,80,,
No,1,21007,3,0,0,No,17,80,,
No,1,21008,3,0,0,No,17,80,,
No,1,21012,3,0,0,No,17,80,,
No,1,21014,3,0,0,No,17,80,,
No,1,21015,3,0,0,No,17,80,,
No,1,21016,3,0,0,No,17,80,,
No,1,21275,3,0,0,No,17,80,,
No,1,21277,3,0,0,No,17,80,,
No,3,21278,4,5,7,No,22,80,,
No,3,21279,4,5,7,No,22,80,,
No,3,21283,4,5,7,No,22,80,,
No,3,21285,4,5,7,No,22,80,,
No,3,21286,4,5,7,No,22,80,,
No,3,21287,4,5,7,No,22,80,,
No,3,21448,4,5,7,No,22,80,,
No,3,21451,4,5,7,No,22,80,,
No,22,21454,3,12,9,No,12,80,,
No,22,21455,3,12,9,No,12,80,,
No,22,21456,3,12,9,No,12,80,,
No,22,21459,3,12,9,No,12,80,,
No,22,21462,3,12,9,No,12,80,,
No,22,21463,3,12,9,No,12,80,,
No,22,21720,3,12,9,No,12,80,,
No,22,21723,3,12,9,No,12,80,,
No,4,21724,3,1,0,Yes,13,80,,
No,4,21725,3,1,0,Yes,13,80,,
No,4,21728,3,1,0,Yes,13,80,,
No,4,21731,3,1,0,Yes,13,80,,
No,4,21732,3,1,0,Yes,13,80,,
No,4,21733,3,1,0,Yes,13,80,,
No,4,21870,3,1,0,Yes,13,80,,
No,4,21872,3,1,0,Yes,13,80,,
No,3,21876,2,0,1,Yes,12,80,,
No,3,21877,2,0,1,Yes,12,80,,
No,3,21878,2,0,1,Yes,12,80,,
No,3,21880,2,0,1,Yes,12,80,,
No,3,21884,2,0,1,Yes,12,80,,
No,3,21885,2,0,1,Yes,12,80,,
No,3,22133,2,0,1,Yes,12,80,,
No,3,22134,2,0,1,Yes,12,80,,
No,22,22135,3,6,11,Yes,15,80,,
No,22,22136,3,6,11,Yes,15,80,,
No,22,22137,3,6,11,Yes,15,80,,
No,22,22138,3,6,11,Yes,15,80,,
No,22,22139,3,6,11,Yes,15,80,,
No,22,22140,3,6,11,Yes,15,80,,
No,22,22141,3,6,11,Yes,15,80,,
No,22,22142,3,6,11,Yes,15,80,,
No,1,22143,2,2,1,No,21,80,,
No,14,22144,2,2,1,No,21,80,,
No,1,22145,2,2,1,No,21,80,,
No,14,22146,2,2,1,No,21,80,,
No,1,22147,2,2,1,No,21,80,,
No,14,22148,2,2,1,No,21,80,,
No,1,22149,2,2,1,No,21,80,,
No,14,22151,2,2,1,No,21,80,,
No,1,22155,2,2,1,No,21,80,,
No,14,22156,2,2,1,No,21,80,,
No,1,22157,2,2,1,No,21,80,,
No,14,22159,2,2,1,No,21,80,,
No,1,22163,2,2,1,No,21,80,,
No,14,22164,2,2,1,No,21,80,,
No,1,22662,2,2,1,No,21,80,,
No,14,22664,2,2,1,No,21,80,,
No,13,22667,2,1,1,No,18,80,,
No,13,22668,2,1,1,No,18,80,,
No,13,22670,2,1,1,No,18,80,,
No,13,22672,2,1,1,No,18,80,,
No,13,22675,2,1,1,No,18,80,,
No,13,22676,2,1,1,No,18,80,,
No,13,22760,2,1,1,No,18,80,,
No,13,22762,2,1,1,No,18,80,,
No,20,22765,3,1,2,No,19,80,,
No,20,22766,3,1,2,No,19,80,,
No,20,22768,3,1,2,No,19,80,,
No,20,22770,3,1,2,No,19,80,,
No,20,22773,3,1,2,No,19,80,,
No,20,22774,3,1,2,No,19,80,,
No,20,22776,3,1,2,No,19,80,,
No,20,22777,3,1,2,No,19,80,,
No,26,22779,4,1,2,No,12,80,,
No,26,22780,4,1,2,No,12,80,,
No,26,22784,4,1,2,No,12,80,,
No,26,22785,4,1,2,No,12,80,,
No,26,22787,4,1,2,No,12,80,,
No,26,22788,4,1,2,No,12,80,,
No,26,22953,4,1,2,No,12,80,,
No,26,22955,4,1,2,No,12,80,,
No,2,22956,3,0,8,No,19,80,,
No,2,22957,3,0,8,No,19,80,,
No,2,22961,3,0,8,No,19,80,,
No,2,22963,3,0,8,No,19,80,,
No,2,22964,3,0,8,No,19,80,,
No,2,22965,3,0,8,No,19,80,,
No,2,22969,3,0,8,No,19,80,,
No,2,22971,3,0,8,No,19,80,,
No,1,22974,3,1,2,Yes,12,80,,
No,1,22975,3,1,2,Yes,12,80,,
No,1,22977,3,1,2,Yes,12,80,,
No,1,22979,3,1,2,Yes,12,80,,
No,1,22982,3,1,2,Yes,12,80,,
No,1,22983,3,1,2,Yes,12,80,,
No,1,23091,3,1,2,Yes,12,80,,
No,1,23093,3,1,2,Yes,12,80,,
No,7,23094,3,1,2,Yes,11,80,,
No,7,23095,3,1,2,Yes,11,80,,
No,7,23099,3,1,2,Yes,11,80,,
No,7,23101,3,1,2,Yes,11,80,,
No,7,23102,3,1,2,Yes,11,80,,
No,7,23103,3,1,2,Yes,11,80,,
No,7,23122,3,1,2,Yes,11,80,,
No,7,23125,3,1,2,Yes,11,80,,
No,10,23128,1,9,8,No,11,80,,
No,10,23129,1,9,8,No,11,80,,
No,10,23130,1,9,8,No,11,80,,
No,10,23133,1,9,8,No,11,80,,
No,10,23136,1,9,8,No,11,80,,
No,10,23137,1,9,8,No,11,80,,
No,10,23301,1,9,8,No,11,80,,
No,10,23303,1,9,8,No,11,80,,
No,28,23304,3,1,7,No,21,80,,
No,28,23305,3,1,7,No,21,80,,
No,28,23309,3,1,7,No,21,80,,
No,28,23311,3,1,7,No,21,80,,
No,28,23312,3,1,7,No,21,80,,
No,28,23313,3,1,7,No,21,80,,
No,28,23492,3,1,7,No,21,80,,
No,28,23495,3,1,7,No,21,80,,
No,8,23498,3,0,2,No,14,80,,
No,8,23499,3,0,2,No,14,80,,
No,8,23500,3,0,2,No,14,80,,
No,8,23503,3,0,2,No,14,80,,
No,8,23506,3,0,2,No,14,80,,
No,8,23507,3,1,3,No,11,80,,
No,8,23513,3,0,2,No,14,80,,
No,8,23514,3,0,2,No,14,80,,
No,8,107,4,1,2,No,12,80,,
No,8,382,4,1,2,No,12,80,,
No,8,384,4,1,2,No,12,80,,
No,8,387,4,1,2,No,12,80,,
No,8,388,4,1,2,No,12,80,,
No,8,392,4,1,2,No,12,80,,
No,8,394,4,1,2,No,12,80,,
No,8,397,4,1,2,No,12,80,,
No,27,398,3,1,2,No,15,80,,
No,4,677,3,1,2,No,15,80,,
Yes,7,679,3,1,2,Yes,16,80,19/8/2022,Aug
Yes,22,681,2,0,0,Yes,13,80,31/3/2022,Mar
Yes,22,682,2,0,0,Yes,13,80,16/7/2022,Jul
Yes,22,685,2,0,0,Yes,13,80,15/4/2022,Apr
Yes,22,687,2,0,0,Yes,13,80,13/9/2022,Sep
Yes,22,689,2,0,0,Yes,13,80,11/11/2022,Nov
Yes,22,690,2,0,0,Yes,13,80,3/4/2022,Apr
Yes,22,3574,2,0,0,Yes,13,80,11/11/2022,Nov
Yes,22,3576,2,0,0,Yes,13,80,11/7/2022,Jul
Yes,1,3577,2,2,0,Yes,16,80,24/4/2022,Apr
Yes,1,3578,2,2,0,Yes,16,80,30/10/2022,Oct
Yes,1,3582,2,2,0,Yes,16,80,1/4/2022,Apr
Yes,1,3584,2,2,0,Yes,16,80,28/9/2022,Sep
Yes,1,3585,2,2,0,Yes,16,80,24/6/2022,Jun
Yes,1,3586,2,2,0,Yes,16,80,16/6/2022,Jun
Yes,1,3878,2,2,0,Yes,16,80,31/3/2022,Mar
Yes,1,3880,2,2,0,Yes,16,80,9/4/2022,Apr
Yes,7,3881,3,12,8,No,12,80,9/4/2022,Apr
Yes,7,3882,3,12,8,No,12,80,13/6/2022,Jun
Yes,7,3886,3,12,8,No,12,80,19/3/2022,Mar
Yes,7,3888,3,12,8,No,12,80,30/10/2022,Oct
Yes,7,3889,3,12,8,No,12,80,10/9/2022,Sep
Yes,7,3890,3,12,8,No,12,80,1/5/2022,May
Yes,7,6216,3,12,8,No,12,80,3/10/2022,Oct
Yes,7,6218,3,12,8,No,12,80,3/4/2022,Apr
Yes,3,6219,4,15,12,Yes,18,80,25/10/2022,Oct
Yes,3,6220,4,15,12,Yes,18,80,28/8/2022,Aug
Yes,3,6224,4,15,12,Yes,18,80,16/5/2022,May
Yes,3,6226,4,15,12,Yes,18,80,15/3/2022,Mar
Yes,3,6227,4,15,12,Yes,18,80,30/10/2022,Oct
Yes,3,6228,4,15,12,Yes,18,80,13/4/2022,Apr
Yes,3,6686,4,15,12,Yes,18,80,2/5/2022,May
Yes,3,6688,4,15,12,Yes,18,80,30/7/2022,Jul
Yes,17,6690,3,9,0,No,13,80,24/4/2022,Apr
Yes,17,6691,3,9,0,No,13,80,3/7/2022,Jul
Yes,17,6695,3,9,0,No,13,80,16/11/2022,Nov
Yes,17,6697,3,9,0,No,13,80,4/11/2022,Nov
Yes,17,6698,3,9,0,No,13,80,3/6/2022,Jun
Yes,17,7684,3,9,0,No,13,80,14/8/2022,Aug
Yes,17,7687,3,9,0,No,13,80,6/6/2022,Jun
Yes,17,7688,3,9,0,No,13,80,12/11/2022,Nov
Yes,1,7689,3,1,4,Yes,16,80,6/7/2022,Jul
Yes,1,7694,3,1,4,Yes,16,80,28/4/2022,Apr
Yes,1,7695,3,1,4,Yes,16,80,29/8/2022,Aug
Yes,1,7696,3,1,4,Yes,16,80,17/6/2022,Jun
Yes,1,8405,3,1,4,Yes,16,80,30/7/2022,Jul
Yes,1,8407,3,1,4,Yes,16,80,28/3/2022,Mar
Yes,1,8409,3,1,4,Yes,16,80,8/4/2022,Apr
Yes,7,8410,3,1,2,Yes,16,80,31/7/2022,Jul
Yes,7,8413,3,1,2,Yes,16,80,16/3/2022,Mar
Yes,7,8414,3,1,2,Yes,16,80,13/4/2022,Apr
Yes,7,8415,3,1,2,Yes,16,80,31/10/2022,Oct
Yes,7,8417,3,1,2,Yes,16,80,1/7/2022,Jul
Yes,7,8419,3,1,2,Yes,16,80,4/11/2022,Nov
Yes,7,8420,3,1,2,Yes,16,80,15/10/2022,Oct
Yes,3,12864,3,2,0,No,14,80,21/9/2022,Sep
Yes,3,12865,3,2,0,No,14,80,18/8/2022,Aug
Yes,3,12867,3,2,0,No,14,80,9/3/2022,Mar
Yes,3,12868,3,2,0,No,14,80,8/3/2022,Mar
Yes,3,12872,3,2,0,No,14,80,19/10/2022,Oct
Yes,3,12873,3,1,2,Yes,13,80,17/7/2022,Jul
Yes,3,12875,3,0,2,No,12,80,8/11/2022,Nov
Yes,3,12876,3,2,0,No,14,80,31/5/2022,May
Yes,3,13959,3,2,0,No,14,80,22/6/2022,Jun
Yes,3,13962,3,2,0,No,14,80,21/8/2022,Aug
Yes,1,13963,3,0,2,No,17,80,5/4/2022,Apr
Yes,1,13964,3,0,2,No,17,80,28/7/2022,Jul
Yes,1,13967,3,0,2,No,17,80,31/7/2022,Jul
Yes,1,13970,3,0,2,No,17,80,11/4/2022,Apr
Yes,1,13971,3,0,2,No,17,80,28/8/2022,Aug
Yes,1,13972,3,0,2,No,17,80,7/11/2022,Nov
Yes,1,16966,3,0,2,No,17,80,25/10/2022,Oct
Yes,1,16968,3,0,2,No,17,80,2/5/2022,May
Yes,17,16970,1,0,0,No,13,80,13/8/2022,Aug
Yes,17,16972,1,0,0,No,13,80,20/4/2022,Apr
Yes,17,16974,1,0,0,No,13,80,15/9/2022,Sep
Yes,17,16976,1,0,0,No,13,80,28/4/2022,Apr
Yes,17,16978,1,0,0,No,13,80,27/7/2022,Jul
Yes,17,16980,1,0,0,No,13,80,8/7/2022,Jul
Yes,17,17958,1,0,0,No,13,80,20/4/2022,Apr
Yes,17,17959,1,0,0,No,13,80,27/5/2022,May
Yes,9,17961,2,0,0,Yes,11,80,20/4/2022,Apr
Yes,9,17962,2,0,0,Yes,11,80,9/4/2022,Apr
Yes,9,17966,2,0,0,Yes,11,80,19/5/2022,May
Yes,9,17968,2,0,0,Yes,11,80,6/4/2022,Apr
Yes,9,17969,2,0,0,Yes,11,80,21/7/2022,Jul
Yes,9,19538,2,0,0,Yes,11,80,17/4/2022,Apr
Yes,9,19541,2,0,0,Yes,11,80,5/4/2022,Apr
Yes,9,19542,2,0,0,Yes,11,80,12/5/2022,May
Yes,9,19543,3,0,4,Yes,16,80,28/6/2022,Jun
Yes,9,19546,3,0,4,Yes,16,80,13/4/2022,Apr
Yes,9,19549,3,0,4,Yes,16,80,11/7/2022,Jul
Yes,9,19550,3,0,4,Yes,16,80,16/10/2022,Oct
Yes,9,19551,3,0,4,Yes,16,80,2/7/2022,Jul
Yes,9,22006,3,0,4,Yes,16,80,29/7/2022,Jul
Yes,9,22007,3,0,4,Yes,16,80,14/3/2022,Mar
Yes,22,22009,3,0,0,No,11,80,3/6/2022,Jun
Yes,22,22010,3,0,0,No,11,80,21/4/2022,Apr
Yes,22,22014,3,0,0,No,11,80,4/4/2022,Apr
Yes,22,22015,3,0,0,No,11,80,20/7/2022,Jul
Yes,22,22017,3,0,0,No,11,80,23/8/2022,Aug
Yes,22,22018,3,0,0,No,11,80,11/9/2022,Sep
Yes,22,326,3,0,0,No,11,80,28/3/2022,Mar
Yes,22,433,3,0,0,No,11,80,4/4/2022,Apr
Yes,1,436,4,0,3,No,19,80,29/4/2022,Apr
Yes,1,437,4,0,3,No,19,80,2/3/2022,Mar
Yes,1,438,4,0,3,No,19,80,17/9/2022,Sep
Yes,1,441,4,0,3,No,19,80,21/4/2022,Apr
Yes,1,442,4,0,3,No,19,80,7/6/2022,Jun
Yes,1,443,4,0,3,No,19,80,2/11/2022,Nov
Yes,1,446,4,0,3,No,19,80,7/4/2022,Apr
Yes,1,447,4,0,3,No,19,80,19/4/2022,Apr
No,13,448,4,1,2,No,17,80,,
No,11,1347,2,1,3,No,18,80,,
No,11,1349,2,1,3,No,18,80,,
No,11,1350,2,1,3,No,18,80,,
No,11,1351,2,1,3,No,18,80,,
No,11,1354,2,1,3,No,18,80,,
No,11,1356,2,0,2,No,11,80,,
No,11,1357,3,0,0,No,11,80,,
No,11,1358,2,1,3,No,18,80,,
No,11,1644,2,1,3,No,18,80,,
No,11,1646,2,1,3,No,18,80,,
No,18,1648,3,2,8,No,14,80,,
No,18,1649,3,2,8,No,14,80,,
No,18,1652,3,2,8,No,14,80,,
No,18,1654,3,2,8,No,14,80,,
No,18,1656,3,2,8,No,14,80,,
No,18,1657,3,2,8,No,14,80,,
No,18,1904,3,2,8,No,14,80,,
No,18,1907,3,2,8,No,14,80,,
No,3,1908,2,0,2,No,21,80,,
No,3,1909,2,0,2,No,21,80,,
No,3,1912,2,0,2,No,21,80,,
No,3,1915,2,0,2,No,21,80,,
No,3,1916,2,0,2,No,21,80,,
No,3,1917,2,0,2,No,21,80,,
No,3,4309,2,0,2,No,21,80,,
No,3,4311,2,0,2,No,21,80,,
No,18,4312,3,1,2,No,12,80,,
No,18,4313,3,1,2,No,12,80,,
No,18,4317,3,1,2,No,12,80,,
No,18,4319,3,1,2,No,12,80,,
No,18,4320,3,1,2,No,12,80,,
No,18,4321,3,1,2,No,12,80,,
No,18,4673,3,1,2,No,12,80,,
No,18,4674,3,1,2,No,12,80,,
No,9,4676,1,0,0,No,11,80,,
No,9,4677,1,0,0,No,11,80,,
No,9,4681,1,0,0,No,11,80,,
No,9,4682,1,0,0,No,11,80,,
No,9,4684,1,0,0,No,11,80,,
No,9,4685,1,0,0,No,11,80,,
No,9,6152,1,0,0,No,11,80,,
No,9,6155,1,0,0,No,11,80,,
No,4,6156,1,0,0,Yes,22,80,,
No,4,6157,1,0,0,Yes,22,80,,
No,4,6160,1,0,0,Yes,22,80,,
No,4,6163,1,0,0,Yes,22,80,,
No,4,6164,1,0,0,Yes,22,80,,
No,4,6165,1,0,0,Yes,22,80,,
No,4,7451,1,0,0,Yes,22,80,,
No,4,7453,1,0,0,Yes,22,80,,
No,10,7454,4,0,3,Yes,12,80,,
No,10,7455,4,0,3,Yes,12,80,,
No,10,7460,4,0,3,Yes,12,80,,
No,10,7461,4,0,3,Yes,12,80,,
No,10,7462,4,0,3,Yes,12,80,,
No,10,7541,4,0,3,Yes,12,80,,
No,10,7544,4,0,3,Yes,12,80,,
No,10,7545,4,0,3,Yes,12,80,,
No,13,7546,4,1,2,No,17,80,,
No,13,7549,4,1,2,No,17,80,,
No,13,7552,4,1,2,No,17,80,,
No,13,7553,4,1,2,No,17,80,,
No,13,7554,4,1,2,No,17,80,,
No,13,7605,4,1,2,No,17,80,,
No,13,7608,4,1,2,No,17,80,,
No,24,7609,3,2,1,No,13,80,,
No,24,7610,3,2,1,No,13,80,,
No,24,7613,3,2,1,No,13,80,,
No,24,7616,3,2,1,No,13,80,,
No,24,7617,3,2,1,No,13,80,,
No,24,7618,3,2,1,No,13,80,,
No,24,7637,3,2,1,No,13,80,,
No,24,7640,3,2,1,No,13,80,,
No,23,7641,3,1,4,Yes,11,80,,
No,23,7642,3,1,4,Yes,11,80,,
No,23,7645,3,1,4,Yes,11,80,,
No,23,7648,3,1,4,Yes,11,80,,
No,23,7649,3,1,4,Yes,11,80,,
No,23,7650,3,1,4,Yes,11,80,,
No,23,9412,3,1,4,Yes,11,80,,
No,23,9415,3,1,4,Yes,11,80,,
No,17,9416,3,0,0,No,21,80,,
No,17,9417,3,0,0,No,21,80,,
No,17,9420,3,0,0,No,21,80,,
No,17,9423,3,0,0,No,21,80,,
No,17,9424,3,0,0,No,21,80,,
No,17,9425,3,0,0,No,21,80,,
No,17,9749,3,0,0,No,21,80,,
No,17,9750,3,0,0,No,21,80,,
No,9,9752,3,0,0,No,11,80,,
No,9,9753,3,0,0,No,11,80,,
No,9,9757,3,0,0,No,11,80,,
No,9,9758,3,0,0,No,11,80,,
No,9,9760,3,0,0,No,11,80,,
No,9,9761,3,0,0,No,11,80,,
No,9,10271,3,0,0,No,11,80,,
No,9,10273,3,0,0,No,11,80,,
No,1,10275,4,7,7,No,18,80,,
No,1,10276,4,7,7,No,18,80,,
No,1,10279,4,7,7,No,18,80,,
No,1,10281,4,7,7,No,18,80,,
No,1,10283,4,7,7,No,18,80,,
No,1,10284,4,7,7,No,18,80,,
No,1,10860,4,7,7,No,18,80,,
No,1,10861,4,7,7,No,18,80,,
No,4,10863,2,3,4,No,17,80,,
No,4,10864,2,3,4,No,17,80,,
No,4,10868,2,3,4,No,17,80,,
No,4,10869,2,3,4,No,17,80,,
No,4,10871,2,3,4,No,17,80,,
No,4,10872,2,3,4,No,17,80,,
No,4,11608,2,3,4,No,17,80,,
No,4,11611,2,3,4,No,17,80,,
No,10,11612,1,0,7,Yes,25,80,,
No,10,11613,1,0,7,Yes,25,80,,
No,10,11618,1,0,7,Yes,25,80,,
No,10,11619,1,0,7,Yes,25,80,,
No,10,11620,1,0,7,Yes,25,80,,
No,10,13484,1,0,7,Yes,25,80,,
No,10,13487,1,0,7,Yes,25,80,,
No,10,13490,1,0,7,Yes,25,80,,
No,17,13491,3,3,2,No,15,80,,
No,17,13492,3,3,2,No,15,80,,
No,17,13495,3,3,2,No,15,80,,
No,17,13498,3,3,2,No,15,80,,
No,17,13499,3,3,2,No,15,80,,
No,17,15104,3,3,2,No,15,80,,
No,17,15106,3,3,2,No,15,80,,
No,24,15107,3,1,2,No,22,80,,
No,24,15108,3,1,2,No,22,80,,
No,24,15112,3,1,2,No,22,80,,
No,24,15114,3,1,2,No,22,80,,
No,24,15115,3,1,2,No,22,80,,
No,24,15116,3,1,2,No,22,80,,
No,24,15136,3,1,2,No,22,80,,
No,24,15137,3,1,2,No,22,80,,
No,24,15139,4,5,7,No,12,80,,
No,24,15140,4,5,7,No,12,80,,
No,24,15144,4,5,7,No,12,80,,
No,24,15145,4,5,7,No,12,80,,
No,24,15147,4,5,7,No,12,80,,
No,24,15148,4,5,7,No,12,80,,
No,24,16358,4,5,7,No,12,80,,
No,24,16360,4,5,7,No,12,80,,
No,23,16361,3,1,2,Yes,11,80,,
No,23,16362,3,1,2,Yes,11,80,,
No,23,16366,3,1,2,Yes,11,80,,
No,23,16368,3,1,2,Yes,11,80,,
No,23,16369,3,1,2,Yes,11,80,,
No,23,16370,3,1,2,Yes,11,80,,
No,23,16405,3,1,2,Yes,11,80,,
No,23,16407,3,1,2,Yes,11,80,,
No,17,16409,1,1,3,No,14,80,,
No,17,16410,1,1,3,No,14,80,,
No,17,16413,1,1,3,No,14,80,,
No,17,16415,1,1,3,No,14,80,,
No,17,16417,1,1,3,No,14,80,,
